district,district_link,locale,locale_link,address
western-canada,https://directory.iglesianicristo.net/districts/western-canada,prince-george-british-columbia,https://directory.iglesianicristo.net/locales/prince-george-british-columbia,"1905 Willow street,
Prince George, British Columbia
V2L 5E3, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,prince-rupert-bc,https://directory.iglesianicristo.net/locales/prince-rupert-bc,"815 1st Avenue West
Prince Rupert, British Columbia
V8J 1B3, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,richmond-british-columbia,https://directory.iglesianicristo.net/locales/richmond-british-columbia,"St. Gregory Church
13780 Westminister Highway
Richmond, BC
V6V 1A2, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,squamish-british-columbia,https://directory.iglesianicristo.net/locales/squamish-british-columbia,"38138 Cleveland Avenue
Squamish, British Columbia
V8B 0J2, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,surrey-british-columbia,https://directory.iglesianicristo.net/locales/surrey-british-columbia,"15145 68 Ave
Surrey, British Columbia
V3S 2B8, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,vancouver-west-british-columbia,https://directory.iglesianicristo.net/locales/vancouver-west-british-columbia,"SCOTTISH CULTURAL CENTER
8886 Hudson Street
Vancouver, British Columbia
V6P 4N2, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,vernon-gws,https://directory.iglesianicristo.net/locales/vernon-gws,"3405 42nd Avenue
Vernon, BC
V1T 3J7, Canada"
western-canada,https://directory.iglesianicristo.net/districts/western-canada,victoria-british-columbia,https://directory.iglesianicristo.net/locales/victoria-british-columbia,"4054 Carey Road
Victoria, British Colombia
V8Z 4G2, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,airdrie-alberta-canada,https://directory.iglesianicristo.net/locales/airdrie-alberta-canada,"2964 Kingsview Blvd SE
Airdrie, Alberta
T4A 0C9, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,banff-alberta,https://directory.iglesianicristo.net/locales/banff-alberta,"Banff Voyager Inn Hotel
555
Banff Ave, Alberta
T1L 1B5, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,brooks-alberta,https://directory.iglesianicristo.net/locales/brooks-alberta,"28 Lake Bevan Drive
East Brooks, A.B.
T1ROL3, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,calgary-west-alberta,https://directory.iglesianicristo.net/locales/calgary-west-alberta,"St. David United Church
3303 Capitol Hill Cresent
NW Calgary, Alberta
T2M 2R2, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,cochrane-gws,https://directory.iglesianicristo.net/locales/cochrane-gws,"2004-32 Horseshoe Crescent
Cochrane, Alberta
T4C 2P4, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,calgary-center-alberta,https://directory.iglesianicristo.net/locales/calgary-center-alberta,"804 Macdonald Avenue
SE Calgary, Alberta
T2G 4M2, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,drumhelleralberta,https://directory.iglesianicristo.net/locales/drumhelleralberta,"205 10 street West
Drumheller, Alberta
T0J 0Y2 , Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,calgary-north-alberta,https://directory.iglesianicristo.net/locales/calgary-north-alberta,"3132 26th st. NE
Calgary, Alberta
T1Y 6Z1, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,forest-heightsalberta,https://directory.iglesianicristo.net/locales/forest-heightsalberta,"Vietnamese Alliance Hall
4924 Forego Avenue SE
Calgary, Alberta
T2A 2C5, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,heritage-park,https://directory.iglesianicristo.net/locales/heritage-park,"Canyon Meadows Community Hall
848 Cantabrian Dr.
SW Calgary, Alberta
T2W 6G4, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,high-river,https://directory.iglesianicristo.net/locales/high-river,"712 2nd Street SW
High River, AB
T1V 1A3, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,invermere-british-columbia,https://directory.iglesianicristo.net/locales/invermere-british-columbia,"651 Hwy 93/95
Invermere, British Columbia
V0A 1K0, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,lacombe-gws,https://directory.iglesianicristo.net/locales/lacombe-gws,"4964 Aspen Lakes Blvd.
Blackfalds, Alberta
T0M 0J0, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,lethbridge-alberta,https://directory.iglesianicristo.net/locales/lethbridge-alberta,"1253 2a Ave. North
Lethbridge, AB
T1h 0E9, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,medicine-hat-alberta,https://directory.iglesianicristo.net/locales/medicine-hat-alberta,"299 College Dr.
SE
Medicine Hat, Alberta
T1A 3Y6, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,okotoks-gws,https://directory.iglesianicristo.net/locales/okotoks-gws,"22 Southbridge Drive
Okotoks, Alberta
T1S , Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,olds-alberta,https://directory.iglesianicristo.net/locales/olds-alberta,"11 Destiny Place
Olds, Alberta
T4H 1Y5, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,pineridge,https://directory.iglesianicristo.net/locales/pineridge,"5401 Temple Drive
NE
Calgary, Alberta
T1Y 3R7, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,ponoka-alberta,https://directory.iglesianicristo.net/locales/ponoka-alberta,"5010 46 Ave.
Ponoka, AB
T4J 1J5, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,red-deer-alberta,https://directory.iglesianicristo.net/locales/red-deer-alberta,"5350 46 Avenue
Red Deer, Alberta
T4N 3N4, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,riverbend-alberta,https://directory.iglesianicristo.net/locales/riverbend-alberta,"Riverbend Community Hall
19 Rivervalley Drive SE
Calgary , AB
T2C 3S1, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,rocky-mountain-alberta,https://directory.iglesianicristo.net/locales/rocky-mountain-alberta,"4417 54 Street
Rocky Mountain House, Alberta
T4T 0A1, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,royal-oak-alberta,https://directory.iglesianicristo.net/locales/royal-oak-alberta,"6465 35Ave. NW
Calgary, Alberta
T3B1S6, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,calgary-south-alberta,https://directory.iglesianicristo.net/locales/calgary-south-alberta,"Canyon Meadows Commercial Hall
848 Cantabrian Drive SW
Calgary, Alberta
T2W-1N5, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,strathmore-gws,https://directory.iglesianicristo.net/locales/strathmore-gws,"140 Cambria Rd
Strathmore, Alberta
T1P 1M1, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,taber-gws,https://directory.iglesianicristo.net/locales/taber-gws,"Heritage Inn Hotel
4830 46 Avenue
Taber, Alberta
T1G 2A4, Canada"
canada-v,https://directory.iglesianicristo.net/districts/canada-v,three-hills-gws,https://directory.iglesianicristo.net/locales/three-hills-gws,"170 Tamarak Road
Three Hills, Alberta
T0M 2A0, Canada"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,anguilla-island,https://directory.iglesianicristo.net/locales/anguilla-island,"British West Indies
West End Bay Anguilla,
South Hill, Anguilla Island"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,bo-letanhaiti,https://directory.iglesianicristo.net/locales/bo-letanhaiti,"Bo Letan
Petit Goave,
Haiti, USA"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,bonao,https://directory.iglesianicristo.net/locales/bonao,"Calle Pedro Francisco Bono No. 69
Barrio Buenos Aires
Bonao, Municipio Maimon,Monsenor Nouel
Bona, Dominican Republic (Republica Dominicana)"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,cayman-brac,https://directory.iglesianicristo.net/locales/cayman-brac,"75 Bertrand ave.
West End
Cayman Brac,
British India Ocean Territory, Cayman Island"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,coral-gable-ext-1,https://directory.iglesianicristo.net/locales/coral-gable-ext-1,"5353 SW 7th Street
Miami, Florida
33134, USA"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,decouvert-haiti-gws,https://directory.iglesianicristo.net/locales/decouvert-haiti-gws,"Decouvert
,
Grand Goave, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,free-port-bahamas,https://directory.iglesianicristo.net/locales/free-port-bahamas,"3W Paradise Lane
Grand Bahamas,
Freeport, Bahamas"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,grand-cayman-island,https://directory.iglesianicristo.net/locales/grand-cayman-island,"#3 JJT Warehouse
Industrial Park
George Town, British West Indies
Grand Cayman Island, Cayman Island"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,guantanamo-bay-cuba,https://directory.iglesianicristo.net/locales/guantanamo-bay-cuba,"Room 01, Chapil Hill
FPO, AE
09593, Cuba"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,kachon-haiti-gws,https://directory.iglesianicristo.net/locales/kachon-haiti-gws,"Kachon
Petit-Goave,
6220, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,kingston-jamaica,https://directory.iglesianicristo.net/locales/kingston-jamaica,"14 Second Ave. Vineyard Town
Kingston,
, Jamaica"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,la-lechosa-dominican-rep-gws,https://directory.iglesianicristo.net/locales/la-lechosa-dominican-rep-gws,"3 La Lechosa
La Romana,
, Dominican Republic"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,la-romana-dominican-republic,https://directory.iglesianicristo.net/locales/la-romana-dominican-republic,"Calle Pedro Francisco Bono No. 69
Barrio Buenos Aires
Municipio Maimon, Monseñor Nouel (Bonao)
La Romana, Republica Dominicana"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,les-palmes-haiti-gws,https://directory.iglesianicristo.net/locales/les-palmes-haiti-gws,"Les Palmes
Petit Goave,
, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,little-cayman-gws-cayman-island,https://directory.iglesianicristo.net/locales/little-cayman-gws-cayman-island,"1174A Guy Banks Road
Little Cayman,
KY3 2501, Grand Cayman Islands"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,los-cacaos-haiti-gws,https://directory.iglesianicristo.net/locales/los-cacaos-haiti-gws,"223, Vilois Street
Los Cacaos,
, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,losier-haiti,https://directory.iglesianicristo.net/locales/losier-haiti,"Losier
Localite , Poulard
, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,miami-florida,https://directory.iglesianicristo.net/locales/miami-florida,"2000 NW 103rd Street
Miami, Florida
33147, United States of America"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,nassau-bahamas,https://directory.iglesianicristo.net/locales/nassau-bahamas,"Sun Fun Resort
West Bay Street, Cable Beach
Nassau, Bahamas"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,oranjestad-aruba,https://directory.iglesianicristo.net/locales/oranjestad-aruba,"43 C Washington Noord
Oranjestad,
Dutch Caribbean, Aruba"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,port-au-princehaiti,https://directory.iglesianicristo.net/locales/port-au-princehaiti,"31 Rue Borno,
Petit Goave,
Petit-goave, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,pigeon-haiti-gws,https://directory.iglesianicristo.net/locales/pigeon-haiti-gws,"Pigeon Seventh Section
Petit-Goave,
, Haiti"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,port-st-lucie-florida,https://directory.iglesianicristo.net/locales/port-st-lucie-florida,"2195 SE
Airoso Blvd
Port St. Lucie, Florida
34984 , USA"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,providenciales-turks-caicos-islands,https://directory.iglesianicristo.net/locales/providenciales-turks-caicos-islands,"Unit C2, Oasis Bldg.
Academy Avenue,
Downtown Providenciales, Turks And Caicos"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,puerto-plata,https://directory.iglesianicristo.net/locales/puerto-plata,"#5 Plaza Poli Calle
Principal Puerto Plata,
, Dominican Republic"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,san-nicolas-aruba,https://directory.iglesianicristo.net/locales/san-nicolas-aruba,"Mount Scenery Straat 17
San Nicolas,
Aruba, Dutch Carribean"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,st-maarten-netherlands-antilles,https://directory.iglesianicristo.net/locales/st-maarten-netherlands-antilles,"Queen of Flowers
Road 1-A
Saunders,
Sint Maarten, Carribean"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,us-virgin-islands,https://directory.iglesianicristo.net/locales/us-virgin-islands,"B-11 L-9 Peppertree Terrace
Christiansted
St. Croix,
00820, US Virgin Island"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,st-thomas-usvi-gws,https://directory.iglesianicristo.net/locales/st-thomas-usvi-gws,"#3 Estate Lovenlund
Apartment 1234
St. Thomas, Virgin Islands
00803, US"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,sto-domingo-dom-rep-gws,https://directory.iglesianicristo.net/locales/sto-domingo-dom-rep-gws,"Calle 28 No. 84
Sector Carlos Alvarez Villa Mella
Santo Domingo Norte,
La Romana, Dominican Republic"
caribbean,https://directory.iglesianicristo.net/districts/caribbean,west-palm-beach-florida,https://directory.iglesianicristo.net/locales/west-palm-beach-florida,"Holiday Inn Express and Suites
2001 West Ocean Drive
Boynton Beach, Florida
33426, United States of America"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,bonnyville-alberta-canada,https://directory.iglesianicristo.net/locales/bonnyville-alberta-canada,"St. John Unite Church
4508-43 Ave
Bonnyville,, Alberta
T9N 1R4, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,camrose,https://directory.iglesianicristo.net/locales/camrose,"Royal Canadian Legion
6002 50 Avenue
Camrose, Alberta
T4V 1X1 , Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,cold-lake-alberta,https://directory.iglesianicristo.net/locales/cold-lake-alberta,"4005-50 St.
Cold Lake, Alberta
T9M 1KG, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,dawson-creek-bristish-columbia,https://directory.iglesianicristo.net/locales/dawson-creek-bristish-columbia,"Senior Citizens Hall
1101 McKellar Avenue
Dawson Creek, Bristish Columbia
V1G 2S2, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,drayton-valley-alberta,https://directory.iglesianicristo.net/locales/drayton-valley-alberta,"Cowboy Trail
Drayton Valley, AB
T9N OA1, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,eastwood,https://directory.iglesianicristo.net/locales/eastwood,"11905
82nd st. NW
Edmonton , AB
T5B 2W4 , Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,ellerslie-alberta,https://directory.iglesianicristo.net/locales/ellerslie-alberta,"4415 36 Ave
NW
Ellers;ie, Alberta
T6L 3R9, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,fort-mcmurray-alberta,https://directory.iglesianicristo.net/locales/fort-mcmurray-alberta,"10003 Gordon Avenue
Fort McMurray, Alberta
T9H 2E4, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,for-saskatchewan-alberta,https://directory.iglesianicristo.net/locales/for-saskatchewan-alberta,"167 Santana Crescent
Fort Saskatchewan, AB
T8L 0E9, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,grande-prairie-alberta,https://directory.iglesianicristo.net/locales/grande-prairie-alberta,"10901 102 St.
Grande Prairie, Alberta
T8V 2X5, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,high-prairie-alberta,https://directory.iglesianicristo.net/locales/high-prairie-alberta,"5060 Cornerstone
High Prairie, Alberta
T0G 1E0, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,hinton-alberta,https://directory.iglesianicristo.net/locales/hinton-alberta,"236 Hardisty Ave.
Hinton , Alberta
T7V 1B9, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,lac-la-biche-ab-1,https://directory.iglesianicristo.net/locales/lac-la-biche-ab-1,"10324 - 101 Avenue
Lac La Biche, Alberta
T0A C20, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,leduc-gws,https://directory.iglesianicristo.net/locales/leduc-gws,"3916 84 Avenue
Leduc, Alberta
T9E 8M6, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,edmonton-west-alberta,https://directory.iglesianicristo.net/locales/edmonton-west-alberta,"8810 Meadowlark Road
Edmonton, Alberta
T5R - 5W6, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,mill-woods,https://directory.iglesianicristo.net/locales/mill-woods,"4415 36 AveNorthwest
Edmonton, Alberta
AB T6L 3R9, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,sherwood-park-alberta,https://directory.iglesianicristo.net/locales/sherwood-park-alberta,"Leduc Room-Clarion Hotel 2100
Premier Way
Sherwood Park, Albert
T8H 2G4, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,slave-lake-alberta,https://directory.iglesianicristo.net/locales/slave-lake-alberta,"321 5 st. northwest
Slave Lake, Alberta
T0G-2A1, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,st-albert,https://directory.iglesianicristo.net/locales/st-albert,"79 Durocher St.
Saint Albert, Albert
T8N 6G8, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,valley-view-1,https://directory.iglesianicristo.net/locales/valley-view-1,"4818 52 Street
Valleyview, Alberta
T0H 3NO, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,edmonton-north-alberta,https://directory.iglesianicristo.net/locales/edmonton-north-alberta,"13428-127 Street
Edmonton, Alberta
T5L 1B7, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,westlock,https://directory.iglesianicristo.net/locales/westlock,"9916 97 St
Westlock, Alberta
T7p 2G2, Canada"
canada-vi,https://directory.iglesianicristo.net/districts/canada-vi,yellowknife-northwestern-territory,https://directory.iglesianicristo.net/locales/yellowknife-northwestern-territory,"2 Jeske Court
Yellowknife, Northwestern Territory
XIA 3V5, Canada"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,cocoa-beach-florida,https://directory.iglesianicristo.net/locales/cocoa-beach-florida,"417 Pineda Street
Cocoa, Florida
32922, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,edgewater-ext,https://directory.iglesianicristo.net/locales/edgewater-ext,"1511 Mango Tree Drive
Edgewater, Florida
32132, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,east-jacksonville-florida,https://directory.iglesianicristo.net/locales/east-jacksonville-florida,"9767 Ivey Road
Jacksonville, Florida
32246, United States of America"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,fort-walton-beach-florida,https://directory.iglesianicristo.net/locales/fort-walton-beach-florida,"1992 Lewis Turner
Fort Walton Beach
Florida,
32547, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,gainesville-florida,https://directory.iglesianicristo.net/locales/gainesville-florida,"234 SW
3rd Ave.
Gainesville, Florida
32601 , USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,jacksonville-florida,https://directory.iglesianicristo.net/locales/jacksonville-florida,"4550 Firestone Rd
Jacksonville,, Florida
32210, United States"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,kissimmee-florida,https://directory.iglesianicristo.net/locales/kissimmee-florida,"1616 W. Oak Street
Kissimmee, Florida
34741, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,lakeland-florida,https://directory.iglesianicristo.net/locales/lakeland-florida,"412 N.
Massachusetts Ave.
Lakeland, Florida
33801, United States of America"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,orlando-florida,https://directory.iglesianicristo.net/locales/orlando-florida,"1714 4th Street
Orlando, Florida
32824, United States of America"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,panama-city,https://directory.iglesianicristo.net/locales/panama-city,"801
Harrison avenue,
Panama City, FI
32404, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,pensacola-florida,https://directory.iglesianicristo.net/locales/pensacola-florida,"2910 W. Brainerd Street
Pensacola, Florida
32505, United States of America"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,port-charlotte-florida,https://directory.iglesianicristo.net/locales/port-charlotte-florida,"4354
Antioch St.
North Port, FL
34288, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,sanford-florida,https://directory.iglesianicristo.net/locales/sanford-florida,"2561 Park Dr.
Sanford, Florida
32773, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,sarasota-florida,https://directory.iglesianicristo.net/locales/sarasota-florida,"10418 55th Court E
Parish, Florida
34219, USA"
southeastern-seaboard,https://directory.iglesianicristo.net/districts/southeastern-seaboard,south-jacksonville,https://directory.iglesianicristo.net/locales/south-jacksonville,"# 4211 Jullington Creek Road
Jacksonville , Florida
32223, United States of America"
